transaction_id,order_date,customer_id,store_name,city,product_name,category,size,quantity,unit_price_inr,discount_percent,total_amount_inr,payment_method,customer_rating,loyalty_member,order_channel
TXN00165,Unavailable,CUST1008,Starbucks Koregaon Park,Pune,Mocha,Coffee,Short,1.0,355,20.0,284,UPI,5,no,Delivery
TXN00166,2025-12-10,CUST1063,Starbucks CP,Delhi,Cappuccino,Coffee,Tall,3.0,280,15.0,714,Card,3,no,Unavailable
TXN00167,04-14-2025,CUST1057,Starbucks Hitech City,Hyderabad,Chocolate Croissant,Bakery,grande,4.0,200,5.0,Unavailable,Card,3.5,YES,Zomato
TXN00168,not available,CUST1111,Starbucks CP,Delhi,Cold Brew,Bakery,Short,1.0,310,0.0,310,Unavailable,five,Unavailable,Zomato
TXN00169,2026-05-18,CUST1109,Starbucks Indiranagar,Noida,Iced Tea,Tea,Unavailable,1.0,220,0.0,220,Wallet,3.5,Yes,App
TXN00170,28/04/2026,CUST1023,Starbucks Koregaon Park,Pune,Mocha,Coffee,Unavailable,1.0,330,5.0,Unavailable,UPi,2,No,Unavailable
TXN00171,2025-04-10,CUST1138,Star bucks Indiranagar,Noida,Caffè Latte,Coffee,Tall,2.0,285,5.0,541.5,Unavailable,5,Unavailable,Unavailable
TXN00172,Unavailable,CUST1044,Star bucks Koregaon Park,Pune,Espresso,Coffee,Short,1.0,200,5.0,Unavailable,Cash,Unavailable,Yes,Unavailable
TXN00173,10/03/2025,CUST1141,Starbucks Koregaon Park,Pune,Cold Brew,Coffee,Tall,2.0,310,0.0,620,Unavailable,6,Yes,Unavailable
TXN00174,2025-10-20,CUST1098,Starbucks Indiranagar,Noida,Caramel Macchiato,Coffee,Venti,1.0,340,0.0,Unavailable,card,2,no,Delivery
TXN00175,2025-02-20,Unavailable,Starbucks Hitech City,Hyderabad,Pumpkin Spice Latte,Coffee,Grande,4.0,405,0.0,1620,Wallet,3.5,No,Zomato
TXN00176,Unavailable,CUST1124,Starbucks Indiranagar,Noida,Chocolate Croissant,Bakery,Venti,3.0,235,10.0,634.5,UPI,3.5,YES,Unavailable
TXN00177,2025-07-25,CUST1012,Starbucks Cyber Hub,Bengaluru,Caramel Macchiato,Coffee,Unavailable,1.0,340,0.0,Unavailable,Unavailable,3,Unavailable,Walk-in
TXN00178,12-25-2025,CUST1066,Starbucks Mall Road,Ludhiana,Iced Tea,Merchandise,Unavailable,1.0,230,5.0,Unavailable,Card,3,No,Swiggy
TXN00179,2025-01-10,CUST1044,Star bucks Sector-35,Gurugram,Spinach Feta Wrap,Food,grande,2.0,free,10.0,Unavailable,card,3.5,no,Unavailable
TXN00180,2026-02-11,CUST1095,Starbucks Sector-35,Gurugram,Spinach Feta Wrap,Food,Grande,2.0,310,5.0,Unavailable,Unavailable,5,Yes,app
TXN00181,09-04-2025,CUST1103,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Unavailable,2.0,275,10.0,495,card,5,YES,Unavailable
TXN00182,2026-05-03,CUST1043,Starbucks Cyber Hub,Bengaluru,Java Chip Frappuccino,Frappuccino,Grande,1.0,355,5.0,Unavailable,Unavailable,4.5,No,Zomato
TXN00183,11-11-2025,CUST1095,Starbucks Cyber Hub,Bengaluru,Chocolate Croissant,Bakery,Unavailable,1.0,235,15.0,199.75,Card,2,Unavailable,Walk-in
TXN00184,2025-06-04,CUST1145,Starbucks Koregaon Park,Pune,Matcha Latte,Tea,Grande,1.0,345,20.0,ERROR,Unavailable,five,YES,Delivery
TXN00185,06-12-2025,CUST1022,Starbucks Phoenix Mall,Mumbai,Cappuccino,Coffee,Unavailable,0.0,270,10.0,0,Unavailable,4,no,App
TXN00186,05/01/2025,CUST1088,Starbucks Sector-35,Gurugram,Caffè Latte,Coffee,grande,3.0,300,0.0,900,Cash,4.5,Yes,App
TXN00187,2025-05-18,CUST1048,Starbucks MI Road,Jaipur,Americano,Coffee,Tall,-1.0,250,5.0,Unavailable,Wallet,4.5,No,Delivery
TXN00188,08/02/2025,CUST1136,Starbucks Hitech City,Hyderabad,Mocha,Coffee,Tall,-1.0,330,0.0,Unavailable,UPI,2,no,Unavailable
TXN00189,14/04/2025,CUST1035,Starbucks Sector 17,Chandigarh,Java Chip Frappuccino,Frappuccino,Grande,0.0,375,0.0,0,card,4,Yes,Walk-in
TXN00190,2025-10-30,CUST1053,Starbucks Hitech City,Hyderabad,Matcha Latte,Tea,Tall,2.0,335,5.0,Unavailable,UPI,4,Yes,Unavailable
TXN00191,2026-04-13,CUST1025,Starbucks Koregaon Park,Pune,Caramel Macchiato,Coffee,VENTI,-1.0,365,0.0,-365,UPi,2,no,Walk-in
TXN00192,25/03/2026,CUST1095,Starbucks Hitech City,Hyderabad,Cold Brew,Coffee,Unavailable,1.0,290,0.0,290,card,3,no,Unavailable
TXN00193,Unavailable,CUST1145,Starbucks Sector 17,Chandigarh,Blueberry Muffin,Bakery,VENTI,1.0,215,0.0,215,Card,3,Unavailable,Delivery
TXN00194,11-18-2025,CUST1134,Starbucks CP,Delhi,Matcha Latte,Tea,VENTI,4.0,325,5.0,Unavailable,UPI,1,no,Swiggy
TXN00195,2025-06-10,CUST1042,Star bucks Indiranagar,Noida,Matcha Latte,Tea,grande,4.0,360,0.0,1440,Card,five,Unavailable,Swiggy
TXN00196,2026-04-04,CUST1080,Starbucks Mall Road,Ludhiana,Espresso,Coffee,Grande,2.0,200,0.0,400,Unavailable,Unavailable,no,App
TXN00197,04-13-2026,CUST1057,Starbucks Sector-35,Gurugram,Espresso,Coffee,Unavailable,1.0,225,10.0,202.5,UPi,five,Unavailable,Unavailable
TXN00198,2025-10-26,CUST1042,Starbucks Hitech City,Hyderabad,Cold Brew,Coffee,Unavailable,2.0,325,0.0,650,UPI,4.5,YES,Swiggy
TXN00199,Unavailable,CUST1150,Starbucks Cyber Hub,Bengaluru,Mocha,Coffee,Venti,4.0,355,5.0,1349,Unavailable,Unavailable,Yes,App
TXN00200,2025-06-27,CUST1082,Starbucks Phoenix Mall,Mumbai,Espresso,Coffee,Short,1.0,225,5.0,Unavailable,card,five,no,app
TXN00201,2025-11-18,CUST1074,Starbucks Sector-35,Gurugram,Americano,Coffee,VENTI,1.0,240,20.0,ERROR,UPI,6,YES,Unavailable
TXN00202,2025-04-20,CUST1014,Starbucks MI Road,Jaipur,Pumpkin Spice Latte,Coffee,grande,4.0,405,5.0,Unavailable,card,5,No,App
TXN00203,2025-08-18,CUST1073,Star bucks Mall Road,Ludhiana,Chocolate Croissant,Bakery,VENTI,-1.0,Unavailable,0.0,Unavailable,Card,4.5,Yes,Zomato
TXN00204,2025-07-21,CUST1019,Starbucks Indiranagar,Noida,Mocha,Coffee,Unavailable,0.0,355,5.0,0,Card,4.5,no,Zomato
TXN00205,Unavailable,CUST1013,Starbucks Hitech City,Hyderabad,Espresso,Coffee,grande,1.0,190,10.0,Unavailable,Unavailable,1,Unavailable,app
TXN00206,2025-06-13,CUST1023,Star bucks Sector-35,Gurugram,Cold Brew,Coffee,VENTI,-1.0,310,5.0,-294.5,UPi,3,YES,Swiggy
TXN00207,09-07-2025,CUST1097,Starbucks Hitech City,Hyderabad,Blueberry Muffin,Bakery,grande,-1.0,190,0.0,-190,Card,2,Unavailable,app
TXN00208,Unavailable,Unavailable,Starbucks Cyber Hub,Bengaluru,Espresso,Coffee,Short,0.0,200,0.0,0,Unavailable,5,Yes,Swiggy
TXN00209,2025-12-06,CUST1045,Starbucks Sector 17,Chandigarh,Espresso,Coffee,Short,4.0,215,0.0,860,card,3,no,Unavailable
TXN00210,03-06-2025,CUST1091,Starbucks CP,Delhi,Matcha Latte,Tea,grande,3.0,345,0.0,1035,UPI,3.5,YES,Unavailable
TXN00211,2026-02-05,CUST1095,Starbucks Sector-35,Gurugram,Java Chip Frappuccino,Frappuccino,Unavailable,1.0,390 INR,5.0,Unavailable,UPI,3,YES,Swiggy
TXN00212,07-08-2025,CUST1049,Starbucks Sector-35,Gurugram,Chocolate Croissant,Bakery,Tall,3.0,225,5.0,641.25,Unavailable,3.5,Unavailable,Walk-in
TXN00213,01/01/2026,CUST1025,Starbucks Mall Road,Ludhiana,Americano,Coffee,Unavailable,1.0,250,5.0,237.5,Unavailable,6,YES,Zomato
TXN00214,2025-11-17,CUST1111,Starbucks MI Road,Jaipur,Chocolate Croissant,Bakery,VENTI,1.0,210,15.0,Unavailable,Unavailable,4.5,no,Unavailable
TXN00215,24/05/2025,CUST1019,STARBUCKS Indiranagar,Noida,Cappuccino,Coffee,Tall,-1.0,290,0.0,-290,Unavailable,3,Unavailable,Swiggy
TXN00216,2025-10-25,CUST1023,Starbucks Hitech City,Hyderabad,Turkey Sandwich,Frappuccino,Venti,-1.0,360,5.0,Unavailable,Cash,3,no,Delivery
TXN00217,2026-05-15,CUST1059,Starbucks Sector 17,Chandigarh,Caramel Macchiato,Coffee,VENTI,1.0,340,5.0,Unavailable,Unavailable,4.5,no,Unavailable
TXN00218,2025-06-28,CUST1150,Starbucks Indiranagar,Noida,Turkey Sandwich,Merchandise,Unavailable,-1.0,340,10.0,-306,Wallet,5,Unavailable,Unavailable
TXN00219,2025-05-23,CUST1131,Starbucks Sector 17,Chandigarh,Cappuccino,Coffee,VENTI,0.0,290,5.0,Unavailable,UPI,6,Unavailable,Swiggy
TXN00220,2025-06-15,CUST1032,Starbucks Mall Road,Ludhiana,Java Chip Frappuccino,Frappuccino,Tall,1.0,390,5.0,Unavailable,Cash,Unavailable,Yes,Delivery
TXN00221,2026-04-28,CUST1105,Starbucks CP,Delhi,Americano,Coffee,Venti,4.0,250,0.0,1000,card,5,No,app
TXN00222,01-17-2025,CUST1129,Starbucks MI Road,Jaipur,Turkey Sandwich,Food,Venti,1.0,360,5.0,342,Unavailable,3.5,Unavailable,App
TXN00223,2025-01-02,CUST1011,Starbucks Phoenix Mall,Mumbai,Turkey Sandwich,Food,Unavailable,1.0,360,0.0,360,Unavailable,Unavailable,YES,Walk-in
TXN00224,2026-02-23,CUST1001,Starbucks Indiranagar,Noida,Java Chip Frappuccino,Frappuccino,VENTI,2.0,375,0.0,ERROR,Unavailable,5,YES,Walk-in
TXN00225,2025-10-10,CUST1141,Starbucks MI Road,Jaipur,Caramel Macchiato,Coffee,Unavailable,2.0,340,10.0,612,card,five,YES,app
TXN00226,2025-06-15,CUST1086,Starbucks Mall Road,Ludhiana,Blueberry Muffin,Bakery,Tall,1.0,205,0.0,205,Cash,4,no,App
TXN00227,2026-01-15,CUST1098,Starbucks CP,Delhi,Blueberry Muffin,Bakery,grande,0.0,180,20.0,0,Card,2,No,Unavailable
TXN00228,2025-08-26,CUST1061,Starbucks Sector-35,Gurugram,Matcha Latte,Unavailable,VENTI,2.0,345,0.0,740,Unavailable,6,no,Swiggy
TXN00229,Unavailable,CUST1103,Starbucks Indiranagar,Noida,Espresso,Tea,Grande,-1.0,180,10.0,-162,UPI,five,Unavailable,Zomato
TXN00230,2026-03-30,CUST1062,Starbucks Indiranagar,Noida,Cappuccino,Coffee,Unavailable,-1.0,315,10.0,-283.5,Card,five,no,Walk-in
TXN00231,2025-01-10,CUST1102,Starbucks Hitech City,Hyderabad,Americano,Food,VENTI,2.0,265,15.0,400.5,UPi,3.5,No,Zomato
TXN00232,2025-09-29,CUST1063,Starbucks Cyber Hub,Bengaluru,Caramel Macchiato,Coffee,Grande,2.0,355,5.0,Unavailable,UPI,4,Unavailable,Unavailable
TXN00233,Unavailable,CUST1071,Starbucks Hitech City,Hyderabad,Pumpkin Spice Latte,Unavailable,Unavailable,0.0,370,15.0,100,Card,6,Unavailable,app
TXN00234,2025-01-09,CUST1148,Starbucks Sector-35,Gurugram,Java Chip Frappuccino,Frappuccino,Venti,1.0,400,5.0,Unavailable,card,2,No,Zomato
TXN00235,2026-01-17,CUST1115,Starbucks MI Road,Jaipur,Matcha Latte,Tea,Short,3.0,345,0.0,1035,UPI,Unavailable,Unavailable,Zomato
TXN00236,2025-01-10,CUST1132,Starbucks Phoenix Mall,Mumbai,Blueberry Muffin,Bakery,grande,4.0,190,5.0,722,Card,3,no,Walk-in
TXN00237,24/09/2025,CUST1065,Starbucks Mall Road,Ludhiana,Chocolate Croissant,Bakery,Short,2.0,200,5.0,Unavailable,Cash,2,YES,app
TXN00238,05-29-2025,CUST1086,Starbucks Indiranagar,Noida,Cappuccino,Coffee,Grande,0.0,290,0.0,0,UPI,3.5,No,app
TXN00239,01/04/2026,CUST1115,Starbucks MI Road,Jaipur,Mocha,Coffee,grande,2.0,345,10.0,ERROR,UPI,6,No,Delivery
TXN00240,27/03/2025,CUST1021,Starbucks Sector 17,Chandigarh,Java Chip Frappuccino,Frappuccino,Short,0.0,355,5.0,Unavailable,card,1,no,Delivery
TXN00241,2026-04-24,CUST1138,Starbucks Hitech City,Hyderabad,Caramel Macchiato,Coffee,Unavailable,1.0,330,0.0,330,card,4.5,YES,Unavailable
TXN00242,2025-11-07,CUST1034,Starbucks MI Road,Jaipur,Espresso,Coffee,grande,0.0,180,10.0,50,Card,4.5,no,Zomato
TXN00243,2026-03-24,CUST1099,Starbucks MI Road,Jaipur,Pumpkin Spice Latte,Coffee,grande,-1.0,370,15.0,ERROR,card,4,Unavailable,Zomato
TXN00244,09/04/2026,CUST1048,Starbucks CP,Delhi,Java Chip Frappuccino,Frappuccino,Tall,1.0,355,0.0,355,Cash,5,Yes,Zomato
TXN00245,12-17-2025,CUST1127,starbucks Phoenix Mall,Mumbai,Americano,Coffee,VENTI,1.0,250,5.0,237.5,UPI,2,No,App
TXN00246,2025-09-14,CUST1063,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Tall,-1.0,230,5.0,Unavailable,Wallet,3,no,Walk-in
TXN00247,2025-02-13,CUST1076,Starbucks Hitech City,Hyderabad,Espresso,Coffee,Short,0.0,190,20.0,0,UPI,5,No,Unavailable
TXN00248,05-02-2026,CUST1063,Starbucks Sector 17,Chandigarh,Cappuccino,Frappuccino,Tall,1.0,290,20.0,232,Card,4,YES,Delivery
TXN00249,2025-12-22,CUST1096,Starbucks Hitech City,Hyderabad,Chocolate Croissant,Bakery,Unavailable,1.0,190,5.0,Unavailable,Unavailable,4,Unavailable,Zomato
TXN00250,04-25-2026,CUST1141,Starbucks Hitech City,Hyderabad,Espresso,Coffee,grande,1.0,190,0.0,Unavailable,UPi,five,no,App
TXN00251,2025-09-02,CUST1137,Starbucks Hitech City,Hyderabad,Blueberry Muffin,Bakery,Venti,1.0,190,0.0,190,card,6,YES,Unavailable
TXN00252,2025-02-02,Unavailable,Starbucks Phoenix Mall,Mumbai,Iced Tea,Tea,grande,-1.0,210,0.0,-210,Card,1,YES,Swiggy
TXN00253,04/03/2025,CUST1106,Starbucks Mall Road,Ludhiana,Pumpkin Spice Latte,Coffee,Tall,2.0,370,5.0,Unavailable,UPI,2,YES,Walk-in
TXN00254,12/09/2025,CUST1106,Starbucks MI Road,Jaipur,Mocha,Coffee,Unavailable,1.0,310,5.0,294.5,Unavailable,five,Yes,Delivery
TXN00255,2026-03-30,CUST1083,Starbucks Sector-35,Gurugram,Blueberry Muffin,Bakery,VENTI,-1.0,190,15.0,-161.5,Wallet,3,Unavailable,Swiggy
TXN00256,01/01/2025,CUST1132,Starbucks Mall Road,Ludhiana,Java Chip Frappuccino,Frappuccino,VENTI,2.0,390,15.0,ERROR,Card,Unavailable,Unavailable,Zomato
TXN00257,2025-06-09,CUST1149,Starbucks Sector 17,Chandigarh,Turkey Sandwich,Food,Unavailable,1.0,360,0.0,Unavailable,Wallet,2,Unavailable,Walk-in
TXN00258,11-04-2025,CUST1097,Starbucks CP,Delhi,Chocolate Croissant,Bakery,Unavailable,1.0,free,5.0,Unavailable,Unavailable,6,Yes,Swiggy
TXN00259,2025-11-23,CUST1056,Starbucks Koregaon Park,Pune,Chocolate Croissant,Bakery,Unavailable,1.0,210,20.0,168,UPI,1,No,Unavailable
TXN00260,2025-02-20,CUST1128,Starbucks Mall Road,Ludhiana,Americano,Coffee,Unavailable,1.0,240,15.0,204,Wallet,2,no,Unavailable
TXN00261,28/11/2025,CUST1108,STARBUCKS Cyber Hub,Bengaluru,Iced Tea,Tea,Tall,1.0,230,5.0,Unavailable,card,4,No,app
TXN00262,2025-08-28,CUST1021,Starbucks Sector 17,Chandigarh,Pumpkin Spice Latte,Coffee,grande,0.0,415 INR,0.0,Unavailable,Card,Unavailable,YES,Walk-in
TXN00263,22/09/2025,CUST1036,Starbucks Cyber Hub,Bengaluru,Americano,Coffee,Tall,3.0,230,5.0,655.5,card,five,No,App
TXN00264,09/01/2025,CUST1092,Starbucks Mall Road,Ludhiana,Americano,Coffee,Unavailable,1.0,Unavailable,10.0,Unavailable,UPI,1,YES,Unavailable
TXN00265,Unavailable,CUST1085,Starbucks Mall Road,Ludhiana,Spinach Feta Wrap,Food,VENTI,1.0,290,5.0,Unavailable,card,five,No,Zomato
TXN00266,07/02/2026,CUST1133,Starbucks Cyber Hub,Bengaluru,Blueberry Muffin,Frappuccino,Short,1.0,190,5.0,Unavailable,Unavailable,5,No,Delivery
TXN00267,2025-05-22,CUST1134,Starbucks Phoenix Mall,Mumbai,Java Chip Frappuccino,Frappuccino,Venti,3.0,375,5.0,Unavailable,Cash,five,YES,Walk-in
TXN00268,2025-11-23,CUST1070,Starbucks Phoenix Mall,Mumbai,Espresso,Coffee,Short,1.0,215,0.0,Unavailable,Wallet,4.5,No,App
TXN00269,2026-05-19,Unavailable,Starbucks Phoenix Mall,Mumbai,Cappuccino,FOOD,Short,-1.0,280,5.0,Unavailable,Wallet,4.5,No,Walk-in
TXN00270,2026-03-14,CUST1097,Starbucks Mall Road,Ludhiana,Caramel Macchiato,Coffee,Tall,1.0,340,5.0,Unavailable,UPI,4.5,no,Unavailable
TXN00271,2025-02-20,CUST1077,Starbucks Sector 17,Chandigarh,Spinach Feta Wrap,Food,grande,-1.0,300,5.0,Unavailable,Card,3.5,Unavailable,Delivery
TXN00272,2025-05-19,CUST1006,Starbucks Phoenix Mall,Mumbai,Matcha Latte,Tea,Short,1.0,345,5.0,Unavailable,Unavailable,2,Yes,Zomato
TXN00273,07/01/2026,CUST1130,Starbucks CP,Delhi,Cappuccino,Coffee,Tall,1.0,305,0.0,305,Cash,2,YES,Delivery
TXN00274,2026-04-02,CUST1033,Starbucks Koregaon Park,Pune,Caramel Macchiato,Coffee,Unavailable,1.0,free,20.0,Unavailable,Card,5,Unavailable,Unavailable
TXN00275,2025-01-07,CUST1142,Star bucks Mall Road,Ludhiana,Mocha,Coffee,Tall,0.0,345,5.0,Unavailable,UPi,3.5,Yes,Delivery
TXN00276,15/06/2025,CUST1146,Starbucks MI Road,Jaipur,Spinach Feta Wrap,Frappuccino,VENTI,1.0,310,0.0,310,Card,2,Yes,Zomato
TXN00277,05-18-2025,CUST1084,Starbucks CP,Delhi,Cappuccino,Coffee,Tall,1.0,290,20.0,232,UPI,five,Unavailable,Walk-in
TXN00278,29/12/2025,CUST1133,Starbucks Hitech City,Hyderabad,Matcha Latte,Tea,Short,2.0,345,20.0,552,card,6,No,App
TXN00279,2025-08-06,CUST1072,Starbucks Sector 17,Chandigarh,Cold Brew,Tea,VENTI,2.0,325,20.0,520,Card,3.5,Yes,app
TXN00280,2025-12-13,CUST1009,Starbucks Cyber Hub,Bengaluru,Cappuccino,Coffee,VENTI,1.0,290,0.0,Unavailable,Unavailable,3,no,App
TXN00281,Unavailable,CUST1007,Starbucks Sector 17,Chandigarh,Spinach Feta Wrap,Food,Venti,3.0,310,5.0,Unavailable,Unavailable,five,No,Walk-in
TXN00282,not available,CUST1134,starbucks MI Road,Jaipur,Spinach Feta Wrap,Food,Short,3.0,310,0.0,930,UPI,5,no,App
TXN00283,11-14-2025,CUST1025,Starbucks Mall Road,Ludhiana,Blueberry Muffin,Bakery,Venti,1.0,190,5.0,180.5,Wallet,4.5,Unavailable,App
TXN00284,03-31-2025,CUST1026,Starbucks Koregaon Park,Pune,Matcha Latte,Tea,grande,-1.0,370,0.0,-370,Wallet,1,YES,Swiggy
TXN00285,Unavailable,CUST1131,Starbucks Koregaon Park,Pune,Mocha,Coffee,grande,3.0,330,5.0,Unavailable,Cash,2,Unavailable,Zomato
TXN00286,2026-04-28,CUST1022,starbucks Mall Road,Ludhiana,Pumpkin Spice Latte,Coffee,Unavailable,2.0,370,15.0,629,UPi,five,YES,app
TXN00287,2026-04-25,CUST1119,Starbucks Indiranagar,Noida,Spinach Feta Wrap,Food,VENTI,-1.0,335,0.0,Unavailable,Unavailable,Unavailable,No,app
TXN00288,12-26-2025,CUST1072,Starbucks CP,Delhi,Blueberry Muffin,Bakery,Unavailable,0.0,190,5.0,Unavailable,UPI,1,YES,Walk-in
TXN00289,2025-06-12,CUST1053,Starbucks Indiranagar,Noida,Blueberry Muffin,Bakery,Unavailable,4.0,190,20.0,608,UPi,4,Unavailable,Swiggy
TXN00290,2025-11-30,CUST1078,Starbucks Indiranagar,Noida,Caramel Macchiato,Coffee,VENTI,1.0,320,5.0,Unavailable,Unavailable,2,Unavailable,App
TXN00291,26/10/2025,CUST1050,Starbucks Phoenix Mall,Mumbai,Cold Brew,Coffee,grande,1.0,300,0.0,Unavailable,Unavailable,3,Unavailable,app
TXN00292,24/02/2025,CUST1091,Star bucks Koregaon Park,Pune,Cold Brew,Coffee,VENTI,-1.0,310,20.0,-198,Unavailable,3,no,Unavailable
TXN00293,2026-01-04,CUST1032,Starbucks Cyber Hub,Bengaluru,Java Chip Frappuccino,Frappuccino,Unavailable,1.0,390,5.0,Unavailable,Cash,3,Yes,Delivery
TXN00294,2026-03-11,CUST1047,Starbucks Phoenix Mall,Mumbai,Iced Tea,Tea,Short,0.0,Unavailable,20.0,Unavailable,card,6,no,app
TXN00295,23/03/2025,CUST1071,Starbucks Indiranagar,Noida,Caffè Latte,Coffee,Grande,0.0,285,15.0,0,Wallet,2,no,Walk-in
TXN00296,2025-01-12,CUST1120,Starbucks Sector 17,Chandigarh,Iced Tea,Tea,grande,1.0,255,10.0,Unavailable,card,6,No,App
TXN00297,22/02/2025,CUST1006,Starbucks Mall Road,Ludhiana,Chocolate Croissant,Bakery,grande,2.0,225,10.0,405,card,1,No,Zomato
TXN00298,01-14-2026,CUST1060,Starbucks Phoenix Mall,Mumbai,Americano,Coffee,VENTI,1.0,230,0.0,230,UPI,6,No,Delivery
TXN00299,2025-12-20,CUST1029,Starbucks Phoenix Mall,Mumbai,Spinach Feta Wrap,Food,Unavailable,4.0,310,5.0,1178,Wallet,Unavailable,no,Unavailable
TXN00300,Unavailable,CUST1090,Starbucks Mall Road,Ludhiana,Matcha Latte,Tea,grande,4.0,345,0.0,1380,UPi,5,YES,Zomato
TXN00301,19/07/2025,CUST1046,Starbucks Cyber Hub,Bengaluru,Blueberry Muffin,Bakery,Tall,1.0,₹205,20.0,Unavailable,Unavailable,Unavailable,Yes,Walk-in
TXN00302,28/02/2025,CUST1030,starbucks Sector 17,Chandigarh,Iced Tea,Tea,Venti,2.0,220,10.0,396,UPI,4,Unavailable,Delivery
TXN00303,11-28-2025,CUST1070,Starbucks MI Road,Jaipur,Americano,Coffee,Tall,1.0,265,5.0,Unavailable,card,5,YES,Delivery
TXN00304,18/03/2026,CUST1113,Starbucks CP,Delhi,Matcha Latte,Food,Unavailable,4.0,345,0.0,Unavailable,Card,Unavailable,no,Delivery
TXN00305,2025-01-04,CUST1017,Starbucks Hitech City,Hyderabad,Iced Tea,Tea,VENTI,4.0,Unavailable,10.0,Unavailable,card,3,no,App
TXN00306,24/10/2025,CUST1098,STARBUCKS Hitech City,Hyderabad,Iced Tea,Tea,Grande,1.0,245,15.0,208.25,UPi,five,no,Walk-in
TXN00307,2025-09-02,CUST1138,Star bucks Cyber Hub,Bengaluru,Turkey Sandwich,Food,Unavailable,2.0,375,0.0,750,Card,1,Yes,app
TXN00308,15/04/2026,Unavailable,Starbucks Cyber Hub,Bengaluru,Caffè Latte,Coffee,Short,1.0,300,20.0,Unavailable,Cash,2,Yes,Delivery
TXN00309,2025-03-07,CUST1056,Starbucks Phoenix Mall,Mumbai,Iced Tea,Frappuccino,Unavailable,1.0,255,5.0,Unavailable,UPi,6,Yes,Delivery
TXN00310,05-04-2025,CUST1043,Starbucks Phoenix Mall,Mumbai,Cappuccino,Coffee,Tall,2.0,315,0.0,630,Cash,6,Yes,Unavailable
TXN00311,10-18-2025,CUST1121,Starbucks Phoenix Mall,Mumbai,Blueberry Muffin,Bakery,Unavailable,1.0,190,0.0,190,Unavailable,1,No,Delivery
TXN00312,2025-11-05,CUST1060,Starbucks CP,Delhi,Pumpkin Spice Latte,Coffee,VENTI,1.0,390,5.0,Unavailable,Wallet,6,no,Swiggy
TXN00313,2025-02-14,CUST1053,Starbucks Phoenix Mall,Mumbai,Americano,Tea,Unavailable,1.0,275,5.0,Unavailable,Card,Unavailable,Yes,App
TXN00314,2026-04-01,CUST1083,starbucks CP,Delhi,Turkey Sandwich,Food,Short,1.0,350,5.0,Unavailable,Unavailable,five,No,Unavailable
TXN00315,2026-04-11,CUST1117,Starbucks MI Road,Jaipur,Turkey Sandwich,Food,Short,1.0,360,5.0,Unavailable,UPi,1,No,App
TXN00316,2025-12-18,CUST1040,Starbucks Mall Road,Ludhiana,Chocolate Croissant,Bakery,Venti,1.0,210,0.0,210,Wallet,Unavailable,Yes,Unavailable
TXN00317,2025-09-10,CUST1056,STARBUCKS Koregaon Park,Pune,Spinach Feta Wrap,Food,Unavailable,2.0,335,5.0,Unavailable,Card,Unavailable,Yes,Unavailable
TXN00318,2025-04-11,CUST1142,Starbucks Mall Road,Ludhiana,Chocolate Croissant,Bakery,Short,4.0,190,5.0,Unavailable,Cash,3.5,YES,Zomato
TXN00319,01-25-2025,CUST1103,Starbucks Phoenix Mall,Mumbai,Mocha,Coffee,Tall,1.0,310,5.0,Unavailable,UPI,5,no,app
TXN00320,Unavailable,CUST1093,Starbucks Cyber Hub,Bengaluru,Espresso,coffee,Tall,2.0,225,5.0,Unavailable,UPi,6,YES,Delivery
TXN00321,Unavailable,CUST1053,Starbucks Hitech City,Hyderabad,Iced Tea,Tea,grande,-1.0,210,5.0,-199.5,Unavailable,3,YES,App
TXN00322,2025-10-27,CUST1016,Starbucks CP,Delhi,Cold Brew,Coffee,Venti,0.0,310,5.0,Unavailable,card,five,Yes,Walk-in
TXN00323,Unavailable,CUST1033,Starbucks Cyber Hub,Bengaluru,Caramel Macchiato,Coffee,Tall,1.0,355,5.0,Unavailable,card,3,No,Walk-in
TXN00324,01/12/2025,CUST1135,Starbucks Indiranagar,Noida,Caffè Latte,Coffee,Venti,-1.0,275,15.0,-233.75,card,3.5,No,Zomato
TXN00325,2025-06-20,CUST1046,Starbucks Koregaon Park,Pune,Mocha,Coffee,Venti,1.0,330,0.0,330,Cash,4.5,No,Walk-in
TXN00326,2025-02-05,CUST1114,Starbucks Hitech City,Hyderabad,Caffè Latte,Coffee,Tall,1.0,285,5.0,Unavailable,Unavailable,5,no,Delivery
TXN00327,2025-10-30,CUST1146,Starbucks Hitech City,Hyderabad,Matcha Latte,Tea,Unavailable,1.0,335,5.0,Unavailable,UPi,five,Unavailable,Walk-in
TXN00328,2025-08-14,CUST1014,Star bucks Koregaon Park,Pune,Chocolate Croissant,Bakery,grande,1.0,190,5.0,Unavailable,Wallet,2,Yes,Walk-in
TXN00329,2025-02-27,CUST1109,Starbucks Cyber Hub,Bengaluru,Espresso,Coffee,VENTI,1.0,215,5.0,Unavailable,card,3.5,no,Walk-in
TXN00330,03-11-2026,CUST1022,Starbucks Phoenix Mall,Mumbai,Mocha,Coffee,VENTI,4.0,330,5.0,Unavailable,UPI,5,Unavailable,Unavailable
